iter	Logloss
264	0.3769241736
265	0.3765757367
266	0.376211363
267	0.3758229576
268	0.3755759487
269	0.3753967058
270	0.3747497186
271	0.3745911568
272	0.3745527332
273	0.3742557196
274	0.3742532079
275	0.3742507408
276	0.3741516343
277	0.3738880863
278	0.373442777
279	0.3730855188
280	0.3726673067
281	0.3725267289
282	0.3719411439
283	0.3716509436
284	0.3711448646
285	0.3711170432
286	0.3707749613
287	0.3706217139
288	0.3703713656
289	0.3702637385
290	0.3699716897
291	0.3694686482
292	0.3694244736
293	0.3692172877
294	0.3689558988
295	0.3688179229
296	0.3687759909
297	0.3684486166
298	0.3682887988
299	0.367922889
300	0.3676992564
301	0.3675655042
302	0.3674410339
303	0.3671244972
304	0.3671141514
305	0.3668625234
306	0.3666079143
307	0.3664257548
308	0.3662656578
309	0.3659831208
310	0.3657974968
311	0.3655118755
312	0.3651984988
313	0.3649135639
314	0.3645045123
315	0.364171145
316	0.3639292294
317	0.3636932188
318	0.363507272
319	0.3630423132
320	0.3627549035
321	0.3623931296
322	0.3622808429
323	0.3621030034
324	0.3616200664
325	0.3615971501
326	0.3613591227
327	0.3612095767
328	0.3610770288
329	0.360895012
330	0.3606482833
331	0.3604200339
332	0.3601033074
333	0.3597972455
334	0.3597262355
335	0.3594093536
336	0.359289464
337	0.3591861645
338	0.3590075812
339	0.358708059
340	0.3587073884
341	0.3585709789
342	0.3582415023
343	0.3580861077
344	0.357859605
345	0.3576759234
346	0.3575885652
347	0.3574409866
348	0.357388728
349	0.3571889512
350	0.3569669027
351	0.3568506807
352	0.3567163432
353	0.3566829481
354	0.3565416979
355	0.3562491412
356	0.3561186084
357	0.3559636944
358	0.3554070985
359	0.3551524217
360	0.3549079016
361	0.3546376466
362	0.3545861965
363	0.3544225899
364	0.3543891518
365	0.3539467541
366	0.3539463609
367	0.3537605513
368	0.3537051838
369	0.3534965958
370	0.3532848611
371	0.353139673
372	0.3530306998
373	0.3526078975
374	0.3525701144
375	0.3524840671
376	0.3523411464
377	0.3523350231
378	0.3522148658
379	0.3520332776
380	0.3520231098
381	0.3518281382
382	0.3516682679
383	0.351528535
384	0.3513583038
385	0.3512508079
386	0.3510328995
387	0.3508688103
388	0.3508685574
389	0.3507822443
390	0.3506243647
391	0.3504976425
392	0.3504876142
393	0.3502666915
394	0.3501434314
395	0.3500070431
396	0.3498807752
397	0.3498053904
398	0.3497572136
399	0.3497568628
400	0.349526672
401	0.3492814023
402	0.349028075
403	0.3489129019
404	0.3488047078
405	0.3482915138
406	0.3481121193
407	0.3478197552
408	0.347603012
409	0.3475123137
410	0.3472991065
411	0.3469523435
412	0.3466846529
413	0.3466398426
414	0.3463428964
415	0.3462770532
416	0.3460837589
417	0.3459759915
418	0.3458900426
419	0.3457606307
420	0.3457428918
421	0.3454751679
422	0.345411779
423	0.3453182977
424	0.3451371904
425	0.3451119012
426	0.3450593739
427	0.3449558037
428	0.3446292386
429	0.3446112222
430	0.3444818059
431	0.3443921869
432	0.3443628451
433	0.3443154852
434	0.3441273389
435	0.3440127871
436	0.343846822
437	0.3437654185
438	0.3436236736
439	0.3435429963
440	0.3434070439
441	0.3433024994
442	0.3431029237
443	0.343036373
444	0.3429221789
445	0.3428324811
446	0.3427083626
447	0.3426536403
448	0.3425428307
449	0.3423376731
450	0.3423164751
451	0.3422526226
452	0.3421054833
453	0.3420302972
454	0.3419689787
455	0.3419526194
456	0.3419395536
457	0.3418554222
458	0.3416910526
459	0.3416053536
460	0.3412804892
461	0.3411941862
462	0.3411724957
463	0.3411522833
464	0.3410195913
465	0.3408803749
466	0.3408779722
467	0.3407604899
468	0.3405900668
469	0.3405828932
470	0.3404089207
471	0.3402621994
472	0.3401068027
473	0.3398534896
474	0.3396391235
475	0.3396391103
476	0.3395505117
477	0.3395304168
478	0.3393950234
479	0.3392541249
480	0.339070425
481	0.3390703303
482	0.3389842679
483	0.338841966
484	0.3386280462
485	0.3384198587
486	0.3381647685
487	0.3380123228
488	0.3379985162
489	0.3378834565
490	0.3377559264
491	0.3372627337
492	0.3372132616
493	0.3370720748
494	0.3369997144
495	0.3368439989
496	0.3367430422
497	0.3366427063
498	0.3365966364
499	0.3363788406
500	0.3362696246
501	0.3362547324
502	0.3362042539
503	0.3361208988
504	0.3359048562
505	0.3358937671
506	0.335758808
507	0.3354422732
508	0.3354281031
509	0.3352832657
510	0.3351468747
511	0.335052382
512	0.3347949835
513	0.3346953802
514	0.3346068726
515	0.3342188479
516	0.3341330464
517	0.3341185101
518	0.3339781362
519	0.3338005866
520	0.333682373
521	0.3334838358
522	0.3333748685
523	0.3330863393
524	0.3330654187
525	0.3329822431
526	0.3329822426
527	0.3328975836
528	0.3325667414
529	0.3323116648
530	0.3321305364
531	0.332070702
532	0.3319568408
533	0.3319042013
534	0.3318528456
535	0.3318066604
536	0.3317829911
537	0.3317146066
538	0.3315304628
539	0.3314662954
540	0.3313838899
541	0.33134268
542	0.3311869869
543	0.331061556
544	0.3310288739
545	0.3309398079
546	0.3308426761
547	0.330805061
548	0.3307674817
549	0.3306650303
550	0.3305924512
551	0.3304468883
552	0.3303047456
553	0.3299604378
554	0.3298801777
555	0.329658889
556	0.3294670628
557	0.3293573007
558	0.3292304796
559	0.3291298876
560	0.329032724
561	0.328901936
562	0.3287904992
563	0.3286652781
564	0.3285339667
565	0.328338737
566	0.328248186
567	0.3282024212
568	0.3281236053
569	0.3281229953
570	0.3279515505
571	0.3278985118
572	0.3278975405
573	0.3278154852
574	0.3277021295
575	0.3275843535
576	0.3275780615
577	0.3275509017
578	0.327479351
579	0.3273670488
580	0.3273600397
581	0.3270649625
582	0.3270249459
583	0.3270085976
584	0.3268236269
585	0.3267105642
586	0.326604781
587	0.326573681
588	0.3264809118
589	0.3262857382
590	0.326173253
591	0.3261473794
592	0.3260517436
593	0.3259799538
594	0.325859371
595	0.3255671166
596	0.3253895009
597	0.325353147
598	0.3252146605
599	0.3249990042
600	0.3248139018
601	0.3247355736
602	0.3245686914
603	0.3244108892
604	0.3243196943
605	0.3243051404
606	0.3242173653
607	0.3241277085
608	0.3240874023
609	0.3240874023
610	0.3240873877
611	0.3238215346
612	0.3236431101
613	0.3235054205
614	0.3233394581
615	0.3232247767
616	0.3231227571
617	0.3230501674
618	0.3229388174
619	0.3227281486
620	0.3227178135
621	0.3224840419
622	0.3223668479
623	0.3223018099
624	0.3222256927
625	0.3222256891
626	0.3219396818
627	0.3219018017
628	0.321795611
629	0.3217555466
630	0.321621672
631	0.3214687811
632	0.3214626978
633	0.3214099048
634	0.321309011
635	0.321137355
636	0.3210455325
637	0.3209526811
638	0.3208655299
639	0.3208208586
640	0.3208017404
641	0.3206646642
642	0.3206182308
643	0.3205352384
644	0.3204027975
645	0.3202816446
646	0.3201196382
647	0.3201068033
648	0.3200735298
649	0.3200433294
650	0.3198806757
651	0.3197345532
652	0.319656312
653	0.3196442907
654	0.3193770592
655	0.3193638249
656	0.319207992
657	0.3191307667
658	0.3190554294
659	0.3189567582
660	0.3189060794
661	0.318867744
662	0.3188390637
663	0.3187270009
664	0.3185459413
665	0.3184361793
666	0.318312769
667	0.3182437175
668	0.3182069029
669	0.3181351124
670	0.3180929167
671	0.317951454
672	0.3179514534
673	0.3176133612
674	0.3173811024
675	0.3172966184
676	0.3172147755
677	0.3171407982
678	0.3171072351
679	0.3168976185
680	0.3168437016
681	0.3168292284
682	0.3167020787
683	0.3166973658
684	0.3166745014
685	0.3164758335
686	0.3164646644
687	0.3164434216
688	0.3163277289
689	0.3162122485
690	0.3159869048
691	0.3159124906
692	0.3157793909
693	0.3157182953
694	0.3157018992
695	0.3155131796
696	0.3154283239
697	0.3153897555
698	0.3153094175
699	0.3152984824
700	0.3151465124
701	0.3149810898
702	0.314899108
703	0.3147283972
704	0.3143827369
705	0.314197622
706	0.3140020153
707	0.3139633951
708	0.3138427523
709	0.3137568336
710	0.3136767071
711	0.3136413252
712	0.3136304604
713	0.3136181847
714	0.3135156217
715	0.3134666558
716	0.313426034
717	0.3132596063
718	0.3131851395
719	0.3131042414
720	0.3130887025
721	0.3129593277
722	0.3128681432
723	0.312800733
724	0.3126701508
725	0.3125919761
726	0.3125807693
727	0.3125084072
728	0.3124669452
729	0.3121899676
730	0.3119839681
731	0.3119066048
732	0.3118712377
733	0.3117460388
734	0.3117351521
735	0.3117156376
736	0.3115891122
737	0.3115395186
738	0.3114917712
739	0.3112619137
740	0.3111738522
741	0.3111196634
742	0.3109250936
743	0.3108817394
744	0.3108495132
745	0.3108286608
746	0.3108255586
747	0.3107794895
748	0.3107681139
749	0.3107637142
750	0.3107155129
751	0.3105988445
752	0.3104933836
753	0.3104490679
754	0.3103973463
755	0.3103774016
756	0.3100935919
757	0.3100353764
758	0.3099500893
759	0.3098829238
760	0.3098143552
761	0.3097633653
762	0.3096471761
763	0.3096343225
764	0.3096083991
765	0.3095984197
766	0.3095537572
767	0.309468117
768	0.3094582373
769	0.309440114
770	0.3093262381
771	0.3092077264
772	0.3091984498
773	0.3090936124
774	0.3089529982
775	0.3088873982
776	0.3087463039
777	0.3086641278
778	0.3085957644
779	0.3085162035
780	0.3084348528
781	0.3083385224
782	0.3083119649
783	0.3082644024
784	0.3081714666
785	0.3081305686
786	0.3080903755
787	0.3080463851
788	0.3080368777
789	0.3080274937
790	0.3079578199
791	0.307731395
792	0.3076121979
793	0.3075629885
794	0.3073712063
795	0.3073411321
796	0.3071904469
797	0.3070760567
798	0.307022314
799	0.3069902387
800	0.3069250069
801	0.306815722
802	0.3068065896
803	0.3068058183
804	0.3067685663
805	0.3067596071
806	0.306586198
807	0.3064216603
808	0.3062931655
809	0.3061402169
810	0.3060865668
811	0.3059810247
812	0.305905493
813	0.3058542331
814	0.3057495656
815	0.3056554483
816	0.3056465114
817	0.3056376597
818	0.305623908
819	0.3055680989
820	0.3054218279
821	0.3054065041
822	0.3052601233
823	0.3051330171
824	0.305121955
825	0.3051132609
826	0.3050719405
827	0.304980555
828	0.3048583997
829	0.3047982546
830	0.3047119387
831	0.3045988071
832	0.3045244126
833	0.3044301687
834	0.304350133
835	0.3041231261
836	0.3040573993
837	0.3038868276
838	0.3038423095
839	0.3038164986
840	0.3037178313
841	0.3035971451
842	0.3034722799
843	0.3034704327
844	0.3034645451
845	0.3033243439
846	0.303190562
847	0.303163715
848	0.3031553384
849	0.3031266955
850	0.30308963
851	0.3030690963
852	0.3030312428
853	0.3029335949
854	0.3028562107
855	0.3028133791
856	0.3027215231
857	0.3026487754
858	0.3025731448
859	0.3024652352
860	0.3023787358
861	0.3023120734
862	0.302208965
863	0.3021964569
864	0.3020965919
865	0.3020826824
866	0.3020193209
867	0.302002737
868	0.3017815163
869	0.3017205408
870	0.3014960345
871	0.3014601761
872	0.301321564
873	0.301298082
874	0.3011917188
875	0.3011346045
876	0.3011270831
877	0.301091943
878	0.3010721077
879	0.3009317101
880	0.3007159793
881	0.3005670389
882	0.3004442299
883	0.3003409837
884	0.3002990171
885	0.3002292023
886	0.3001346756
887	0.29996653
888	0.2998713071
889	0.2998512526
890	0.2998103494
891	0.2997678892
892	0.2997606634
893	0.2997382217
894	0.2996249768
895	0.2995719045
896	0.2994806863
897	0.2994024011
898	0.2993882889
899	0.2990172965
900	0.298920444
901	0.2988150517
902	0.2986745025
903	0.2986541062
904	0.298443141
905	0.2984333284
906	0.2983220039
907	0.2982639231
908	0.2978219861
909	0.2977157543
910	0.297550842
911	0.2974695196
912	0.2973417767
913	0.2971875045
914	0.2971065996
915	0.2970665716
916	0.2970236561
917	0.2968366761
918	0.2966567996
919	0.2965509703
920	0.2965304478
921	0.2964010066
922	0.2963727929
923	0.2963568555
924	0.2962352225
925	0.2962010884
926	0.29611922
927	0.2958613252
928	0.2957696609
929	0.2957559686
930	0.29572671
931	0.2956276638
932	0.295608419
933	0.2955636786
934	0.2954652221
935	0.2954366362
936	0.2953275207
937	0.2953079554
938	0.295273785
939	0.2952310215
940	0.2949852181
941	0.2949262227
942	0.2948496244
943	0.294696026
944	0.2946685139
945	0.2945150563
946	0.2944051906
947	0.2943944848
948	0.2942079987
949	0.2941662868
950	0.294131588
951	0.2941177125
952	0.2940978786
953	0.294073349
954	0.2940161021
955	0.2939366134
956	0.2939269052
957	0.2938371893
958	0.2937927617
959	0.2937001426
960	0.2935277022
961	0.2935186804
962	0.2934882711
963	0.2934788686
964	0.2934640587
965	0.2934070512
966	0.2933965651
967	0.2932400948
968	0.2932044575
969	0.2931428752
970	0.2928922881
971	0.2927864714
972	0.2927773939
973	0.2927216337
974	0.2924678995
975	0.2924238981
976	0.2924115258
977	0.2922392144
978	0.2922238934
979	0.2922037783
980	0.2921923492
981	0.2921780925
982	0.2920621296
983	0.2919699423
984	0.2919190406
985	0.2919072986
986	0.2918967425
987	0.2917254616
988	0.291715008
989	0.2916469157
990	0.2914869748
991	0.2913888436
992	0.2912411976
993	0.2911255521
994	0.2908364038
995	0.2907516102
996	0.2907281829
997	0.2906736184
998	0.2906423334
999	0.2905207306
